,Start Time [h:m:s],End Time Window [h:m:s],nni_counter,nni_mean,nni_min,nni_max,nni_diff_mean,nni_diff_min,nni_diff_max,hr_mean,hr_min,hr_max,hr_std,sdnn,sdnn_index,sdann,rmssd,sdsd,nn50,pnn50,tri_index,abs_ulf,abs_vlf,abs_lf,abs_hf,rel_ulf,rel_vlf,rel_lf,rel_hf,log_ulf,log_vlf,log_lf,log_hf,norm_lf,norm_hf,ratio_lf_hf,total_power,sd1,sd2,sd_ratio,ellipse_area,sampen,dfa_alpha1,dfa_alpha2
34/3495045,0 days 16:03:23,0 days 16:06:23,113,995.2212389380531,720.0,1192.0,85.13392857142857,0,304,61.23924993213816,50.33557046979866,83.33333333333333,8.068685766265173,119.86999911461183,112.7345783471107,12.765367728847817,124.92801498691728,91.83970519929794,60,53.57142857142857,9.416666666666666,21.05206810291222,2785.5011071908284,4337.420562089012,3797.4558146848485,0.19240692454976335,25.45829220884992,39.64217419166556,34.707126674934756,3.04699880247168,7.932183066944485,8.375035109871618,8.242086599032875,53.31882577186934,46.68117422813066,1.1421911863506369,10941.4295520676,88.32721024596091,143.63907973806238,1.6262155154462246,39858.137451108334,1.0950216205373813,0.9650249020855872,0.9481141435342257
